id,name english,description,desc english
bless_10069a,Giant (SP: Speed),"Size <font color='#83d18a'>{mxI}%</font>, HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>+{hj}</font>, AS <font color='#83d18a'>-{gsI}%</font>, MS <font color='#83d18a'>-{ysI}%</font>.","Size <font color='#83d18a'>{mxI}%</font>, HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>+{hj}</font>, AS <font color='#83d18a'>-{gsI}%</font>, MS <font color='#83d18a'>-{ysI}%</font>."
bless_10070,Trade-in,"Upon pickup, Removes all other Blessings, Grants a random Orange Blessing for each removed.","Upon pickup, Removes all other Blessings, Grants a random Orange Blessing for each removed."
bless_10071,Execution,Deals <font color='#83d18a'>{dmg_pct}%</font> bonus damage to enemies below <font color='#83d18a'>{hp_pct}%</font> HP. Kills/Assists refresh base skill cooldowns.,Deals <font color='#83d18a'>{dmg_pct}%</font> bonus damage to enemies below <font color='#83d18a'>{hp_pct}%</font> HP. Kills/Assists refresh base skill cooldowns.
bless_10072,Self-destruct,"On death, deals Pure Damage equal to <font color='#83d18a'>{hp_pct}%</font> Max HP to nearby heroes in <font color='#83d18a'>{radius}</font> range.","On death, deals Pure Damage equal to <font color='#83d18a'>{hp_pct}%</font> Max HP to nearby heroes in <font color='#83d18a'>{radius}</font> range."
bless_10073,Burn Attack,Attacks apply Burn: <font color='#83d18a'>{dmg_pct}%</font> Max HP magic damage/s for <font color='#83d18a'>{duration}</font>s. Stacks infinitely; each stack timed independently.,Attacks apply Burn: <font color='#83d18a'>{dmg_pct}%</font> Max HP magic damage/s for <font color='#83d18a'>{duration}</font>s. Stacks infinitely; each stack timed independently.
bless_10074,Growth,"+<font color='#83d18a'>{gs}</font> Attack Speed. If Attacks/Sec > <font color='#83d18a'>{min_attacks_per_second}</font>, attacks deal <font color='#83d18a'>{magical_dmg}</font> bonus magic damage.","+<font color='#83d18a'>{gs}</font> Attack Speed. If Attacks/Sec > <font color='#83d18a'>{min_attacks_per_second}</font>, attacks deal <font color='#83d18a'>{magical_dmg}</font> bonus magic damage."
bless_10075,War of Attrition,"After respawn, Damage Output increases by <font color='#83d18a'>{per_second_pct}%</font> per second, up to <font color='#83d18a'>{max_pct}%</font>.","After respawn, Damage Output increases by <font color='#83d18a'>{per_second_pct}%</font> per second, up to <font color='#83d18a'>{max_pct}%</font>."
bless_10076,Shine my shoes,CCing an enemy hero restores <font color='#83d18a'>{heal_pct}</font> Max HP (Limit once per target every <font color='#83d18a'>{cd}</font>s).,CCing an enemy hero restores <font color='#83d18a'>{heal_pct}</font> Max HP (Limit once per target every <font color='#83d18a'>{cd}</font>s).
bless_10077,Arcane Shot,Attacks deal <font color='#83d18a'>{base_dmg}</font> + (Level x <font color='#83d18a'>{level_dmg}</font>) bonus magic damage.,Attacks deal <font color='#83d18a'>{base_dmg}</font> + (Level x <font color='#83d18a'>{level_dmg}</font>) bonus magic damage.
bless_10078,Ultimate Shield,Casting Ultimate grants <font color='#83d18a'>{hp_pct}%</font> Max HP shield and <font color='#83d18a'>{movespeed}</font> Move Speed for <font color='#83d18a'>{duration}</font>s (CD: <font color='#83d18a'>{cd}</font>s).,Casting Ultimate grants <font color='#83d18a'>{hp_pct}%</font> Max HP shield and <font color='#83d18a'>{movespeed}</font> Move Speed for <font color='#83d18a'>{duration}</font>s (CD: <font color='#83d18a'>{cd}</font>s).
bless_10079,?,"Upon kill, restore <font color='#83d18a'>{hp_pct}%</font> Max HP; Move Speed, Attack Speed, and CDR <font color='#83d18a'>+{effect_pct}%</font> for <font color='#83d18a'>{duration}</font>s.","Upon kill, restore <font color='#83d18a'>{hp_pct}%</font> Max HP; Move Speed, Attack Speed, and CDR <font color='#83d18a'>+{effect_pct}%</font> for <font color='#83d18a'>{duration}</font>s."
bless_10080,Sword Heart Remains,+<font color='#83d18a'>{main_attr}</font> Primary Attribute. Bonus increases by <font color='#83d18a'>{add_pct}%</font> for every <font color='#83d18a'>{tower}</font> fewer towers your team has than the enemy.,+<font color='#83d18a'>{main_attr}</font> Primary Attribute. Bonus increases by <font color='#83d18a'>{add_pct}%</font> for every <font color='#83d18a'>{tower}</font> fewer towers your team has than the enemy.
bless_10081,Persuasion,All players except you deal <font color='#83d18a'>{dmg_reduce_pct}%</font> less damage.,All players except you deal <font color='#83d18a'>{dmg_reduce_pct}%</font> less damage.
bless_10082,God of Wealth,"While alive, spawns <font color='#83d18a'>{count}</font> Gold Bags every <font color='#83d18a'>{min_cd}</font>-<font color='#83d18a'>{max_cd}</font>s. Picking up grants <font color='#83d18a'>{gold}</font> Gold (Holder gets extra Level x <font color='#83d18a'>{level_factor}</font>).","While alive, spawns <font color='#83d18a'>{count}</font> Gold Bags every <font color='#83d18a'>{min_cd}</font>-<font color='#83d18a'>{max_cd}</font>s. Picking up grants <font color='#83d18a'>{gold}</font> Gold (Holder gets extra Level x <font color='#83d18a'>{level_factor}</font>)."
bless_10083,Cookie,"Launch <font color='#83d18a'>{count}</font> meat floss cakes. Picking up restores <font color='#83d18a'>{hp}</font> HP. When picked up by allies, maker's Max HP permanently <font color='#83d18a'>+{max_hp}</font> (CD <font color='#83d18a'>{min_cd}</font> - <font color='#83d18a'>{max_cd}</font>s).","Launch <font color='#83d18a'>{count}</font> meat floss cakes. Picking up restores <font color='#83d18a'>{hp}</font> HP. When picked up by allies, maker's Max HP permanently <font color='#83d18a'>+{max_hp}</font> (CD <font color='#83d18a'>{min_cd}</font> - <font color='#83d18a'>{max_cd}</font>s)."
bless_10084,Legacy,Leaves a box on death. Enemies lose <font color='#83d18a'>{hp_pct}%</font> Max HP on pickup. Allies grant both themselves and holder <font color='#83d18a'>{gold}</font> Gold.,Leaves a box on death. Enemies lose <font color='#83d18a'>{hp_pct}%</font> Max HP on pickup. Allies grant both themselves and holder <font color='#83d18a'>{gold}</font> Gold.
bless_10085,Credit Card,Instantly gain Gold equal to Level x <font color='#83d18a'>{level_factor}</font> but incur equal Debt. Future gold income will first repay the debt.,Instantly gain Gold equal to Level x <font color='#83d18a'>{level_factor}</font> but incur equal Debt. Future gold income will first repay the debt.
bless_10086,Flying Sword,"After casting Ultimate, fires Flying Swords in facing direction for <font color='#83d18a'>{dur}</font>s, dealing <font color='#83d18a'>{dmg}</font> physical damage (scales with Spell Amp). CD: <font color='#83d18a'>{cd}</font>s.","After casting Ultimate, fires Flying Swords in facing direction for <font color='#83d18a'>{dur}</font>s, dealing <font color='#83d18a'>{dmg}</font> physical damage (scales with Spell Amp). CD: <font color='#83d18a'>{cd}</font>s."
bless_10087,Endure,"When Deaths <font color='#83d18a'>≥ {death_count}</font>, each kill grants +<font color='#83d18a'>{bonus_pct}%</font> Damage Output and Max HP (max <font color='#83d18a'>{max_stack}</font> stacks).","When Deaths <font color='#83d18a'>≥ {death_count}</font>, each kill grants +<font color='#83d18a'>{bonus_pct}%</font> Damage Output and Max HP (max <font color='#83d18a'>{max_stack}</font> stacks)."
bless_10088,Mutual Destruction,"<font color='#83d18a'>{delay}</font>s after death, a ghost tracks the nearest hero, dealing Pure Damage equal to <font color='#83d18a'>{hp_pct}%</font> Max HP on contact.","<font color='#83d18a'>{delay}</font>s after death, a ghost tracks the nearest hero, dealing Pure Damage equal to <font color='#83d18a'>{hp_pct}%</font> Max HP on contact."
bless_10089,Sun,"Transform into a sun and disarm yourself, HP +<font color='#83d18a'>{sm}</font>. Deals <font color='#83d18a'>{hp_pct}% × your Max HP</font> magic damage per second to enemies within <font color='#83d18a'>{radius}</font> range.","Transform into a sun and disarm yourself, HP +<font color='#83d18a'>{sm}</font>. Deals <font color='#83d18a'>{hp_pct}% × your Max HP</font> magic damage per second to enemies within <font color='#83d18a'>{radius}</font> range."
bless_10090,Frontal Combat,+<font color='#83d18a'>{pct}%</font> Damage to targets within 700 range facing you. Prevents healing if their HP% is higher.,+<font color='#83d18a'>{pct}%</font> Damage to targets within 700 range facing you. Prevents healing if their HP% is higher.
bless_10091,Help!,Summons a Tombstone on death. Resurrects with <font color='#83d18a'>{hp_pct}%</font> Max HP after <font color='#83d18a'>{time}</font>s if only allies are within <font color='#83d18a'>{radius}</font> range. Enemies entering resets timer. Tombstone lasts <font color='#83d18a'>{life_time}</font>s and reduces respawn time by <font color='#83d18a'>{respawn_reduce}</font>s. Shop and Blessings are available during Tombstone.,Summons a Tombstone on death. Resurrects with <font color='#83d18a'>{hp_pct}%</font> Max HP after <font color='#83d18a'>{time}</font>s if only allies are within <font color='#83d18a'>{radius}</font> range. Enemies entering resets timer. Tombstone lasts <font color='#83d18a'>{life_time}</font>s and reduces respawn time by <font color='#83d18a'>{respawn_reduce}</font>s. Shop and Blessings are available during Tombstone.
bless_10092,Flight Mode,Grants unobstructed movement.,Grants unobstructed movement.
bless_10093,Nine Lives,Damage taken per instance cannot exceed <font color='#83d18a'>{hp_pct}%</font> of Max HP.,Damage taken per instance cannot exceed <font color='#83d18a'>{hp_pct}%</font> of Max HP.
bless_10094,Protection Cover,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>.","+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>."
bless_10094a,Desensitize Train (SP: CDR Speed),"Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Cooldown <font color='#83d18a'>+{lq}%</font>.","Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Cooldown <font color='#83d18a'>+{lq}%</font>."
bless_10095,Double Protection Cover,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>.","+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>."
bless_10095a,Double Desensitize (SP: AS),"Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, AS <font color='#83d18a'>-{gsI}%</font>.","Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, AS <font color='#83d18a'>-{gsI}%</font>."
bless_10096,Skill Range,AOE <font color='#83d18a'>+{jnfwI}%</font>。,AOE <font color='#83d18a'>+{jnfwI}%</font>。
bless_10096a,AOE (SP: Spell Amp),AOE <font color='#83d18a'>+{jnfwI}%</font>，Skill Amp <font color='#83d18a'>-{jnzq}%</font> 。,AOE <font color='#83d18a'>+{jnfwI}%</font>，Skill Amp <font color='#83d18a'>-{jnzq}%</font> 。
bless_10097,Skill Range Increase,AOE <font color='#83d18a'>+{jnfwI}%</font>。,AOE <font color='#83d18a'>+{jnfwI}%</font>。
bless_10097a,AOE Amp (SP: DMG),AOE <font color='#83d18a'>+{jnfwI}%</font>，Damage <font color='#83d18a'>-{shI}%</font> 。,AOE <font color='#83d18a'>+{jnfwI}%</font>，Damage <font color='#83d18a'>-{shI}%</font> 。
bless_10098,Health Amp,+<font color='#83d18a'>{smI}%</font> Health，Magic Resist <font color='#83d18a'>+{mk}%</font>.,+<font color='#83d18a'>{smI}%</font> Health，Magic Resist <font color='#83d18a'>+{mk}%</font>.
bless_10098a,HP Amp (SP: Armor),"HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>-{hj}</font>.","HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>-{hj}</font>."
bless_10099,Damage Bonus,+<font color='#83d18a'>{gjl}</font> Attack Damage.,+<font color='#83d18a'>{gjl}</font> Attack Damage.
bless_10099a,DMG Amp (SP: Spell Amp),"Damage <font color='#83d18a'>+{gjl}</font>, Spell Amp <font color='#83d18a'>-{jnzq}%</font>.","Damage <font color='#83d18a'>+{gjl}</font>, Spell Amp <font color='#83d18a'>-{jnzq}%</font>."
bless_10100,Against All Odds,+<font color='#83d18a'>{amp}%</font> Spell Damage against enemies with health above <font color='#83d18a'>{hp_pct}</font>.,+<font color='#83d18a'>{amp}%</font> Spell Damage against enemies with health above <font color='#83d18a'>{hp_pct}</font>.
bless_10101,Heavy Mage,+<font color='#83d18a'>{amp}%</font> Spell Damage per <font color='#83d18a'>{hp}</font> Health(Max <font color='#83d18a'>{max}</font> stacks).,+<font color='#83d18a'>{amp}%</font> Spell Damage per <font color='#83d18a'>{hp}</font> Health(Max <font color='#83d18a'>{max}</font> stacks).
bless_10102,Revenge,"Upon taking damage, Base Attack Damage and Spell Damage <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font> seconds, up to <font color='#83d18a'>{max}</font> stacks.","Upon taking damage, Base Attack Damage and Spell Damage <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font> seconds, up to <font color='#83d18a'>{max}</font> stacks."
bless_10103,On the Edge,"Triggers when near death, granting immunity to all damage for {dur} seconds. Restores <font color='#83d18a'>{hp_pct}%</font> Health if any enemy is defeated during this time. Cooldown <font color='#83d18a'>{cd}</font> seconds.","Triggers when near death, granting immunity to all damage for {dur} seconds. Restores <font color='#83d18a'>{hp_pct}%</font> Health if any enemy is defeated during this time. Cooldown <font color='#83d18a'>{cd}</font> seconds."
bless_10104,Health Inflation,"+<font color='#83d18a'>{smI}%</font> Health, +<font color='#83d18a'>{csshI}%</font> Damage Taken.","+<font color='#83d18a'>{smI}%</font> Health, +<font color='#83d18a'>{csshI}%</font> Damage Taken."
bless_10105,Killing Rhythm,Each kill increases Damage Output by <font color='#83d18a'>{shI}%</font> and Damage Taken by <font color='#83d18a'>{csshI}%</font>.,Each kill increases Damage Output by <font color='#83d18a'>{shI}%</font> and Damage Taken by <font color='#83d18a'>{csshI}%</font>.
bless_10106,Continuous Shield,"After <font color='#83d18a'>{time}</font>s without dealing damage, gain <font color='#83d18a'>{sh}</font> Shield per second, up to <font color='#83d18a'>{max}</font> Shield.","After <font color='#83d18a'>{time}</font>s without dealing damage, gain <font color='#83d18a'>{sh}</font> Shield per second, up to <font color='#83d18a'>{max}</font> Shield."
bless_10107,Random,"Upon pickup, removes this blessing and grants <font color='#83d18a'>{count}</font> other random blessings.","Upon pickup, removes this blessing and grants <font color='#83d18a'>{count}</font> other random blessings."
bless_10108,Ogre Axe,+<font color='#83d18a'>{sm}</font> Health. Gain Ogre Axe.,+<font color='#83d18a'>{sm}</font> Health. Gain Ogre Axe.
bless_10109,Mystic Staff,+<font color='#83d18a'>{jnzq}%</font> Spell Amp. Gain Mystic Staff.,+<font color='#83d18a'>{jnzq}%</font> Spell Amp. Gain Mystic Staff.
bless_10110,Eaglesong,+<font color='#83d18a'>{gjbI}%</font> Base Damage. Gain Eaglesong.,+<font color='#83d18a'>{gjbI}%</font> Base Damage. Gain Eaglesong.
bless_10111,Spirit Vision,"+<font color='#83d18a'>{sm}</font> Health, permanent True Sight.","+<font color='#83d18a'>{sm}</font> Health, permanent True Sight."
bless_10112,Super Crit,Attacks have {hxgjgl}% Crit chance (Base effect: <font color='#83d18a'>100%</font> extra damage).,Attacks have {hxgjgl}% Crit chance (Base effect: <font color='#83d18a'>100%</font> extra damage).
bless_10113,Amplifier,+<font color='#83d18a'>{jnfw}</font> AOE Radius,+<font color='#83d18a'>{jnfw}</font> AOE Radius
bless_10113a,Bonus AOE (SP: Cast Range),"AOE <font color='#83d18a'>+{jnfw}</font>, Cast Range <font color='#83d18a'>-{sfjl}</font>.","AOE <font color='#83d18a'>+{jnfw}</font>, Cast Range <font color='#83d18a'>-{sfjl}</font>."
bless_10114,Mana Supplements,"Cast Range <font color='#83d18a'>+{sfjl}</font>, Mana Regeneration <font color='#83d18a'>+{mfhf}</font>","Cast Range <font color='#83d18a'>+{sfjl}</font>, Mana Regeneration <font color='#83d18a'>+{mfhf}</font>"
bless_10115,Blessing of the Moonwell,"After {delay}s delay, allied heroes within {radius} radius restore {regen} Mana and Health (CD: <font color='#83d18a'>{cd}</font>s, refreshes on death).","After {delay}s delay, allied heroes within {radius} radius restore {regen} Mana and Health (CD: <font color='#83d18a'>{cd}</font>s, refreshes on death)."
bless_10116,Pursuit Arrows,"Hitting an enemy hero fires a charged arrow, dealing <font color='#83d18a'>{level_factor}×Level</font> magical damage. Every <font color='#83d18a'>{dmg_add_distance}</font> units traveled increases damage by <font color='#83d18a'>{dmg_add}%</font>.","Hitting an enemy hero fires a charged arrow, dealing <font color='#83d18a'>{level_factor}×Level</font> magical damage. Every <font color='#83d18a'>{dmg_add_distance}</font> units traveled increases damage by <font color='#83d18a'>{dmg_add}%</font>."
bless_10117,Fireworks,"When an ability hits an enemy hero, releases <font color='#83d18a'>{count}</font> fireworks towards them. Each firework deals pure damage equal to <font color='#83d18a'>{hp_pct}% of the target's max Health</font>.","When an ability hits an enemy hero, releases <font color='#83d18a'>{count}</font> fireworks towards them. Each firework deals pure damage equal to <font color='#83d18a'>{hp_pct}% of the target's max Health</font>."
bless_10118,Magical Girl,Increases the Spell Amplification of the next ability by <font color='#83d18a'>{jnzq}%</font> every second (up to <font color='#83d18a'>{max_stack}</font> stacks).,Increases the Spell Amplification of the next ability by <font color='#83d18a'>{jnzq}%</font> every second (up to <font color='#83d18a'>{max_stack}</font> stacks).
bless_10119,Essence Shot,"When Mana > <font color='#83d18a'>{mana_pct_limit}%</font>, attacks on heroes consume <font color='#83d18a'>{mana}+{mana_pct}% Max Mana</font> to deal <font color='#83d18a'>{dmg_pct}%×Mana consumed</font> Magic Damage.","When Mana > <font color='#83d18a'>{mana_pct_limit}%</font>, attacks on heroes consume <font color='#83d18a'>{mana}+{mana_pct}% Max Mana</font> to deal <font color='#83d18a'>{dmg_pct}%×Mana consumed</font> Magic Damage."
bless_10120,Subsidy,The players on your team with the fewest kills and the most deaths each receive <font color='#83d18a'>{shI}%</font> damage output.,The players on your team with the fewest kills and the most deaths each receive <font color='#83d18a'>{shI}%</font> damage output.
bless_10121,Random: Epic Blessing,"Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Epic Blessings are granted.","Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Epic Blessings are granted."
bless_10122,Random: Legendary Blessing,"Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Legendary Blessings are granted.","Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Legendary Blessings are granted."
bless_10123,Interest-free Loan,Instantly gain <font color='#83d18a'>{gold}</font> Gold and equal debt.,Instantly gain <font color='#83d18a'>{gold}</font> Gold and equal debt.
bless_10124,Gold,Instantly gain <font color='#83d18a'>{gold}</font> Gold.,Instantly gain <font color='#83d18a'>{gold}</font> Gold.
bless_10125,Never Give Up,"On death: gain <font color='#83d18a'>{gold}</font> Gold and <font color='#83d18a'>{exp}</font> EXP, max <font color='#83d18a'>{count}</font> times .","On death: gain <font color='#83d18a'>{gold}</font> Gold and <font color='#83d18a'>{exp}</font> EXP, max <font color='#83d18a'>{count}</font> times ."
bless_10126,Pillage,Deals <font color='#83d18a'>{damage}</font> magical damage and grants <font color='#83d18a'>{gold}</font> gold when hitting an enemy hero with an ability or attack.,Deals <font color='#83d18a'>{damage}</font> magical damage and grants <font color='#83d18a'>{gold}</font> gold when hitting an enemy hero with an ability or attack.
bless_10127,Primitive Accumulation,Gain <font color='#83d18a'>{gold}</font> gold per sec. Effect doubles when gold < <font color='#83d18a'>{gold_count}</font>.,Gain <font color='#83d18a'>{gold}</font> gold per sec. Effect doubles when gold < <font color='#83d18a'>{gold_count}</font>.
bless_10128,Scholar,Randomly gain {count_min} - {count_max} Tomes of Knowledge. Use to gain <font color='#83d18a'>1</font> level instantly. Sharable with allies.,Randomly gain {count_min} - {count_max} Tomes of Knowledge. Use to gain <font color='#83d18a'>1</font> level instantly. Sharable with allies.
bless_10129,Burst (Shiva's Guard),"When using Shiva's Guard, sacrifice <font color='#83d18a'>{hp_pct}%</font> current HP to emit a fire wave, dealing <font color='#83d18a'>{dmg_pct}%×HP lost</font> magic damage.","When using Shiva's Guard, sacrifice <font color='#83d18a'>{hp_pct}%</font> current HP to emit a fire wave, dealing <font color='#83d18a'>{dmg_pct}%×HP lost</font> magic damage."
bless_10130,Pipe of Insight Upgrade,"When using Pipe of Insight, gain <font color='#83d18a'>{im_dur}</font>s Debuff Immunity. Max HP increases by <font color='#83d18a'>{pct}%</font> for <font color='#83d18a'>{hp_dur}</font>s.","When using Pipe of Insight, gain <font color='#83d18a'>{im_dur}</font>s Debuff Immunity. Max HP increases by <font color='#83d18a'>{pct}%</font> for <font color='#83d18a'>{hp_dur}</font>s."
bless_10131,Nullifier Upgrade,"When using Nullifier on a target, gain <font color='#83d18a'>+{atk}</font> attack damage and apply <font color='#83d18a'>{spd_pct}%</font> slow for <font color='#83d18a'>{dur}</font>s.","When using Nullifier on a target, gain <font color='#83d18a'>+{atk}</font> attack damage and apply <font color='#83d18a'>{spd_pct}%</font> slow for <font color='#83d18a'>{dur}</font>s."
bless_10132,Desolator Upgrade,"With Desolator, gain permanent +<font color='#83d18a'>{atk}</font> attack damage per kill participation.","With Desolator, gain permanent +<font color='#83d18a'>{atk}</font> attack damage per kill participation."
bless_10133,Killing Intent,Deals <font color='#83d18a'>{dmg}+{atk_pct}%×Attack</font> magic damage per second to enemies within <font color='#83d18a'>{radius}</font> range.,Deals <font color='#83d18a'>{dmg}+{atk_pct}%×Attack</font> magic damage per second to enemies within <font color='#83d18a'>{radius}</font> range.
bless_10134,Strength Butterfly,"If you are a Strength hero with Butterfly, gain <font color='#83d18a'>+{pct}%</font> HP and base attack damage, and <font color='#83d18a'>+{str}</font> Strength.","If you are a Strength hero with Butterfly, gain <font color='#83d18a'>+{pct}%</font> HP and base attack damage, and <font color='#83d18a'>+{str}</font> Strength."
bless_10135,Harpoon Upgrade,"When using Harpoon, <font color='#83d18a'>+{pct}%</font> Base Attack Damage; enemies are tethered within <font color='#83d18a'>{radius}</font> range of your start position for <font color='#83d18a'>{dur}</font>s.","When using Harpoon, <font color='#83d18a'>+{pct}%</font> Base Attack Damage; enemies are tethered within <font color='#83d18a'>{radius}</font> range of your start position for <font color='#83d18a'>{dur}</font>s."
bless_10136,Battle Fury Upgrade,"With Battle Fury, basic attacks deal <font color='#83d18a'>{atk_pct}%×Attack</font> physical damage to enemies in the cleave area.","With Battle Fury, basic attacks deal <font color='#83d18a'>{atk_pct}%×Attack</font> physical damage to enemies in the cleave area."
bless_10137,Nooo,"When HP < <font color='#83d18a'>{trigger_pct}%</font>, knock back enemies within <font color='#83d18a'>{radius}</font> units by <font color='#83d18a'>{kb}</font> (CD: <font color='#83d18a'>{cd}</font>s).","When HP < <font color='#83d18a'>{trigger_pct}%</font>, knock back enemies within <font color='#83d18a'>{radius}</font> units by <font color='#83d18a'>{kb}</font> (CD: <font color='#83d18a'>{cd}</font>s)."
bless_10138,Magical Girl,"Skill hits on enemy heroes grant <font color='#83d18a'>+{pct}%</font> Skill Amp, max <font color='#83d18a'>{max}%</font>.","Skill hits on enemy heroes grant <font color='#83d18a'>+{pct}%</font> Skill Amp, max <font color='#83d18a'>{max}%</font>."
bless_10139,Ill-fated Pair,"Grants a neutral item: Token of Affection. Upon use, permanently tethers to a target ally and becomes unable to move. While tethered, self attack and cast range <font color='#83d18a'> +{extra_range}</font>, restores <font color='#83d18a'>{hp_regen_pct}%</font> max health per second; tethered ally removes movement speed limit and gains <font color='#83d18a'>{mp_pct}%</font> of your movement speed.","Grants a neutral item: Token of Affection. Upon use, permanently tethers to a target ally and becomes unable to move. While tethered, self attack and cast range <font color='#83d18a'> +{extra_range}</font>, restores <font color='#83d18a'>{hp_regen_pct}%</font> max health per second; tethered ally removes movement speed limit and gains <font color='#83d18a'>{mp_pct}%</font> of your movement speed."
bless_10140,Zombie King,"When casting a basic ability, summons a small zombie to chase enemies, inheriting <font color='#83d18a'>{atk}%</font> Damage, <font color='#83d18a'>{spd}%</font> Movement Speed, <font color='#83d18a'>{hp}%</font> Health, and <font color='#83d18a'>{atk_spd}%</font> Attack Speed. Max small zombies: <font color='#83d18a'>{max}</font>.","When casting a basic ability, summons a small zombie to chase enemies, inheriting <font color='#83d18a'>{atk}%</font> Damage, <font color='#83d18a'>{spd}%</font> Movement Speed, <font color='#83d18a'>{hp}%</font> Health, and <font color='#83d18a'>{atk_spd}%</font> Attack Speed. Max small zombies: <font color='#83d18a'>{max}</font>."
bless_10141,God of War,"Attacking enemies within <font color='#83d18a'>{radius}</font>: <font color='#83d18a'>-{armor}</font> Armor, <font color='#83d18a'>+{atk_pct}%</font> Total ATK, <font color='#83d18a'>+{spd}</font> MS. Max <font color='#83d18a'>{max}</font> stacks, refreshes on hit, lasts <font color='#83d18a'>{dur}</font>s.","Attacking enemies within <font color='#83d18a'>{radius}</font>: <font color='#83d18a'>-{armor}</font> Armor, <font color='#83d18a'>+{atk_pct}%</font> Total ATK, <font color='#83d18a'>+{spd}</font> MS. Max <font color='#83d18a'>{max}</font> stacks, refreshes on hit, lasts <font color='#83d18a'>{dur}</font>s."
bless_10142,Take Aim,Attacking enemies with lower range: +<font color='#83d18a'>{factor}% × Range Diff</font> damage.,Attacking enemies with lower range: +<font color='#83d18a'>{factor}% × Range Diff</font> damage.
bless_10143,Book of Kills,Participating in an enemy hero kill permanently grants <font color='#83d18a'>{value}</font> random attribute (max <font color='#83d18a'>{max_stack}</font> stacks).,Participating in an enemy hero kill permanently grants <font color='#83d18a'>{value}</font> random attribute (max <font color='#83d18a'>{max_stack}</font> stacks).
bless_10143a,Devour (SP: Str),Gains <font color='#83d18a'>{value}</font> Str per hero kill.,Gains <font color='#83d18a'>{value}</font> Str per hero kill.
bless_10143b,Devour (SP: Agi),Gains <font color='#83d18a'>{value}</font> Agi per hero kill.,Gains <font color='#83d18a'>{value}</font> Agi per hero kill.
bless_10143c,Devour (SP: Int),Gains <font color='#83d18a'>{value}</font> Int per hero kill.,Gains <font color='#83d18a'>{value}</font> Int per hero kill.
bless_10144,Solitary Sword Technique,"While dead or no allies within <font color='#83d18a'>{radius}</font> range, gain 1 stack of <font color='#83d18a'>[Solitude]</font> per sec. Every <font color='#83d18a'>{stack}</font> stacks grant <font color='#83d18a'>+{pct}%</font> Attack Speed, max {max_stack}.","While dead or no allies within <font color='#83d18a'>{radius}</font> range, gain 1 stack of <font color='#83d18a'>[Solitude]</font> per sec. Every <font color='#83d18a'>{stack}</font> stacks grant <font color='#83d18a'>+{pct}%</font> Attack Speed, max {max_stack}."
bless_10145,Arcana Pill,"After <font color='#83d18a'>{cd_min} - {cd_max}</font>s, spawn <font color='#83d18a'>{count}</font> Wolf King Cores at both Fountains. Ally pickups grant <font color='#83d18a'>+{pct}%</font> CDR (enemy: half effect). Each pickup gives the Blessing holder <font color='#83d18a'>+{self_pct}%</font> CDR.","After <font color='#83d18a'>{cd_min} - {cd_max}</font>s, spawn <font color='#83d18a'>{count}</font> Wolf King Cores at both Fountains. Ally pickups grant <font color='#83d18a'>+{pct}%</font> CDR (enemy: half effect). Each pickup gives the Blessing holder <font color='#83d18a'>+{self_pct}%</font> CDR."
bless_10146,1v1 Me,"Global Unique. Teleport to Arena with top enemy killer. Both stunned 3s, then all CDs reset. Lasts 30s or until death. Winner (or higher HP) gains x% DMG, else gain half.","Global Unique. Teleport to Arena with top enemy killer. Both stunned 3s, then all CDs reset. Lasts 30s or until death. Winner (or higher HP) gains x% DMG, else gain half."
